;172.23.1.101;172.23.0.10;172.23.0.212;172.23.1.107;172.23.1.103;172.23.1.114;172.23.0.237;172.23.1.115;172.23.1.105;172.23.1.108;172.23.1.110;172.23.1.109;172.23.1.120;172.23.1.126;172.23.1.112;172.23.1.111;172.23.1.106;172.23.1.104;172.23.1.125;172.23.1.119;172.23.1.128;172.23.5.113;172.23.5.120;172.23.1.127;172.23.1.130;172.23.5.114;172.23.5.117;172.23.5.110;172.23.1.113;172.23.5.121;172.23.5.115;172.23.5.124;172.23.1.100;172.23.0.238;172.23.0.203;172.23.0.205;172.23.0.217;172.23.0.206;172.23.0.202;172.23.0.204;172.23.0.222;172.23.0.211;172.23.0.227;172.23.0.236;172.23.0.215;172.23.0.226;172.23.0.229;172.23.0.216;172.23.0.219;172.23.0.232;172.23.0.214;172.23.0.234;172.23.0.210;172.23.0.246;172.23.0.249;172.23.0.245;172.23.0.233;172.23.0.239;172.23.0.218;172.23.0.225;172.23.0.220;172.23.0.240;172.23.0.186;172.23.0.228;172.23.0.223;172.23.0.235;172.23.0.221;172.23.0.253;172.23.0.231;172.23.0.252;172.23.0.250;172.23.0.247;172.23.2.100;172.23.0.255;172.23.0.242;172.23.0.251;172.23.0.209;172.23.0.244;172.23.0.243;172.23.2.101;172.23.0.241;172.23.0.230;172.23.0.248;172.23.0.254;172.23.0.208;172.23.0.112;172.23.0.207;172.23.0.200;172.23.0.111;172.23.0.201;172.23.0.101;10.32.5.51;172.23.234.254;10.32.5.56;172.23.234.25;10.32.5.54;172.23.234.252;172.23.240.31;10.32.5.58;172.23.240.155;172.23.240.150;172.23.240.153;172.23.232.158;172.23.232.6;172.23.232.1;10.32.5.57;172.23.239.127;172.23.239.120;172.23.239.75;10.32.5.59;172.23.235.142;172.23.235.74;172.23.233.158;172.23.233.33;172.23.233.32;10.32.5.52;172.23.239.76;172.23.233.156;172.23.233.7;172.23.233.39;172.23.238.75;172.23.238.72;172.23.238.73;172.23.235.141;172.23.235.140;172.23.238.78;172.23.238.222;172.23.233.157;172.23.240.36;172.23.233.1;172.23.233.38;172.23.240.126;172.23.240.157;172.23.240.124;172.23.240.38;172.23.240.39;172.23.233.34;172.23.240.33;172.23.240.250;172.23.233.5;172.23.234.4;172.23.234.24;172.23.231.62;172.23.231.68;172.23.233.153;172.23.240.156;172.23.233.36;172.23.233.154;172.23.233.151;172.23.239.125;172.23.233.31;172.23.240.251;172.23.233.8;172.23.234.28;172.23.240.151;172.23.240.34;172.23.239.79;172.23.233.159;172.23.233.2;172.23.239.70;172.23.240.125;172.23.233.4;172.23.233.9;172.23.240.35;172.23.233.150;172.23.238.227;172.23.238.79;172.23.239.123;172.23.239.88;172.23.240.255;172.23.239.122;172.23.233.3;172.23.239.81;172.23.239.77;172.23.239.72;172.23.233.30;172.23.239.74;172.23.239.78;172.23.239.126;172.23.238.77;172.23.239.124;172.23.238.71;172.23.240.154;172.23.240.252;172.23.238.121;172.23.240.253;172.23.238.228;172.23.240.30;172.23.240.37;172.23.240.32;172.23.240.152;172.23.240.158;172.23.233.6;172.23.240.254;172.23.238.124;172.23.238.123;172.23.238.122;172.23.231.69;172.23.238.220;172.23.238.120;172.23.234.56;172.23.234.8;172.23.238.229;172.23.240.127;172.23.238.125;172.23.238.76;172.23.238.128;172.23.238.74;172.23.239.86;172.23.239.85;172.23.233.155;172.23.240.159;172.23.235.0;172.23.235.2;172.23.234.29;172.23.234.54;172.23.234.7;172.23.234.57;172.23.235.78;172.23.238.221;172.23.238.126;172.23.238.129;172.23.233.58;172.23.238.224;172.23.233.52;172.23.233.51;172.23.233.35;172.23.233.54;172.23.238.225;172.23.233.55;172.23.239.121;172.23.238.127;172.23.238.223;172.23.238.70;172.23.233.56;172.23.231.61;172.23.231.66;172.23.234.1;172.23.231.60;172.23.231.67;172.23.231.65;172.23.233.0;172.23.231.64;172.23.233.152;172.23.234.2;172.23.0.1;172.23.239.87;172.23.234.55;172.23.234.52;172.23.234.51;172.23.239.129;172.23.239.10;172.23.239.84;172.23.233.59;172.23.235.147;172.23.235.50;172.23.235.57;172.23.235.54;172.23.235.71;172.23.235.70;172.23.235.79;172.23.235.76;172.23.233.53;172.23.235.6;172.23.233.57;172.23.235.58;172.23.235.4;172.23.235.5;172.23.233.37;172.23.238.226;172.23.235.7;172.23.235.59;172.23.233.50;172.23.235.52;172.23.232.55;172.23.232.252;172.23.232.2;172.23.232.159;172.23.239.71;172.23.239.89;172.23.239.128;172.23.239.80;172.23.232.153;172.23.232.5;172.23.232.57;172.23.232.152;172.23.232.53;172.23.234.27;172.23.232.155;172.23.234.3;172.23.234.50;172.23.234.26;172.23.234.21;172.23.234.150;172.23.234.22;172.23.234.0;172.23.234.152;172.23.234.53;172.23.235.72;172.23.235.77;172.23.235.144;172.23.235.1;172.23.235.146;172.23.235.56;172.23.234.58;172.23.236.8;172.23.234.255;172.23.235.145;172.23.231.175;172.23.232.50;172.23.232.56;172.23.234.20;172.23.235.53;172.23.232.151;172.23.232.7;172.23.232.9;172.23.232.8;172.23.232.51;172.23.232.154;172.23.232.156;172.23.232.150;172.23.232.255;172.23.232.250;172.23.232.251;172.23.231.63;172.23.239.82;172.23.231.199;172.23.231.174;172.23.239.73;172.23.234.159;172.23.235.51;172.23.232.253;172.23.232.132;172.23.235.55;172.23.232.254;172.23.232.133;172.23.232.157;172.23.235.3;172.23.234.158;172.23.232.58;172.23.134.77;172.23.134.95;172.23.134.98;10.32.5.55;172.23.134.216;172.23.135.232;172.23.135.238;172.23.135.121;172.23.135.17;10.32.5.53;172.23.127.202;172.23.134.213;172.23.134.214;172.23.134.79;172.23.134.218;172.23.135.15;172.23.135.14;172.23.135.120;172.23.135.236;172.23.127.127;172.23.134.217;172.23.134.182;172.23.134.210;172.23.135.239;172.23.135.231;172.23.135.237;172.23.135.230;172.23.127.122;172.23.127.198;172.23.127.125;172.23.127.204;172.23.135.11;172.23.135.12;172.23.135.234;172.23.134.94;172.23.135.233;172.23.127.206;172.23.134.219;172.23.134.212;172.23.134.211;172.23.127.124;172.23.127.129;172.23.127.207;172.23.134.215;172.23.135.10;172.23.127.126;172.23.134.99;172.23.134.76;172.23.127.205;172.23.127.128;172.23.127.201;172.23.135.235;172.23.127.199;172.23.135.16;172.23.127.200;172.23.127.208;172.23.134.78;172.23.127.203;172.23.127.209;172.23.232.59;172.23.232.4;172.23.234.250;172.23.232.54;172.23.234.6;172.23.234.253;172.23.234.9;172.23.235.75;172.23.232.0;172.23.232.52;172.23.232.3;172.23.234.5;172.23.234.59;172.23.235.143;172.23.235.73;172.23.234.23;172.23.234.153
172.23.0.241;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.230;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.248;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.254;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.208;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.112;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.207;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.200;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.111;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.201;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172.23.0.101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.32.5.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;3;1;1;0;0;0;0;1;1;0;2;3;0;2;0;0;0;0;2;0;1;2;0;3;1;2;2;1;1;1;1;1;0;3;0;0;0;0;2;0;2;1;11;11;1;1;1;0;0;0;1;2;0;3;0;1;0;0;0;0;2;0;0;1;1;5;1;2;2;0;0;2;3;1;1;0;1;1;1;0;1;1;1;1;0;0;2;0;0;0;0;1;0;4;1;0;2;11;1;0;1;2;0;1;0;0;0;1;3;1;5;0;1;1;1;0;1;0;0;0;0;1;2;2;2;1;2;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;1;1;0;0;1;0;1;1;0;1;1;0;0;3;0;2;2;1;2;1;2;0;0;0;1;1;1;1;2;1;0;3;0;0;1;2;1;2;0;1;0;0;1;0;1;2;0;3;1;2;0;1;0;1;0;1;0;2;1;1;0;1;1;0;0;0;1;0;2;0;2;0;0;0;1;2;0;0;0;1;0;0;1;1;2;0;1;15;14;14;0;15;11;6;9;5;0;6;15;17;13;12;9;9;6;9;14;16;23;18;10;8;5;2;7;2;5;5;7;9;3;20;10;3;15;14;19;5;10;11;12;10;9;17;12;12;4;7;9;10;6;4;13;14;6;14;0;1;1;1;0;1;0;1;2;0;0;1;0;0;1;1;0
